istaigos_kodas;gydytojo_ID;laisvos_registracijos;iraso_sukurimo_data
300520299;10000002;2022-09-21 14:30;2022-09-02 03:00:00
300520299;10000002;2022-09-21 14:45;2022-09-02 03:00:00
300520299;10000002;2022-09-21 15:00;2022-09-02 03:00:00
300520299;10000002;2022-09-21 11:00;2022-09-02 03:00:00
300520299;10000002;2022-09-21 11:15;2022-09-02 03:00:00
300520299;10000002;2022-09-23 07:30;2022-09-02 03:00:00
300520299;10000002;2022-09-23 08:30;2022-09-02 03:00:00
300520299;10000002;2022-09-23 08:45;2022-09-02 03:00:00
300520299;10000002;2022-09-23 09:00;2022-09-02 03:00:00
300520299;10000002;2022-09-23 09:15;2022-09-02 03:00:00
300520299;10000002;2022-09-23 10:45;2022-09-02 03:00:00
300520299;10000002;2022-09-23 11:45;2022-09-02 03:00:00
300520299;10000002;2022-09-23 12:00;2022-09-02 03:00:00
300520299;10000002;2022-09-23 12:15;2022-09-02 03:00:00
300520299;10000002;2022-09-23 12:30;2022-09-02 03:00:00
300520299;10000002;2022-09-23 12:45;2022-09-02 03:00:00
300520299;10000002;2022-09-23 13:00;2022-09-02 03:00:00
300520299;10000002;2022-09-23 13:15;2022-09-02 03:00:00
300520299;10000002;2022-09-23 13:30;2022-09-02 03:00:00
300520299;10000002;2022-09-23 13:45;2022-09-02 03:00:00
300520299;10000002;2022-09-23 14:00;2022-09-02 03:00:00
300520299;10000002;2022-09-23 14:30;2022-09-02 03:00:00
300520299;10000002;2022-09-23 15:00;2022-09-02 03:00:00
300520299;10000002;2022-09-23 11:00;2022-09-02 03:00:00
